Nume_Sala,Email_Sala,Cladire,Optiune_Delegat,PublishedCalendarUrl,PublishedICalUrl
UTCN - AIRI Observatorului 2 - Sala 128,utcn_room_airi_obs_128@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/883fbf0567fc467284d1b494997c1547@campus.utcluj.ro/bb35b193c61448ccb3db30bf683f682c8843270077753930078/calendar.html,http://outlook.office365.com/owa/calendar/883fbf0567fc467284d1b494997c1547@campus.utcluj.ro/bb35b193c61448ccb3db30bf683f682c8843270077753930078/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 127,utcn_room_airi_obs_127@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/2bc351c815b049bf875b03bdc3de5d2a@campus.utcluj.ro/5ddccd6b9b044e9e9a0b769dcc64cb0d16011798825208155521/calendar.html,http://outlook.office365.com/owa/calendar/2bc351c815b049bf875b03bdc3de5d2a@campus.utcluj.ro/5ddccd6b9b044e9e9a0b769dcc64cb0d16011798825208155521/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 126,utcn_room_airi_obs_126@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/9935f801b7b24d999c524ea6930e4504@campus.utcluj.ro/db637218c81449efbef2df3868512521937266732662103744/calendar.html,http://outlook.office365.com/owa/calendar/9935f801b7b24d999c524ea6930e4504@campus.utcluj.ro/db637218c81449efbef2df3868512521937266732662103744/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 103,utcn_room_airi_obs_103@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,https://outlook.office365.com/owa/calendar/01f5f3dbf48d4edcb5026190c7a40041@campus.utcluj.ro/ec3b79c57cc04d9f9c02bdc260cddaf84711760262349721871/calendar.html,https://outlook.office365.com/owa/calendar/01f5f3dbf48d4edcb5026190c7a40041@campus.utcluj.ro/ec3b79c57cc04d9f9c02bdc260cddaf84711760262349721871/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 102,utcn_room_airi_obs_102@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,https://outlook.office365.com/owa/calendar/087032b12e3e475980fecb9249a4e87f@campus.utcluj.ro/d8f6456f18634f8588ee8bbe1c43540716901539822885786769/calendar.html,https://outlook.office365.com/owa/calendar/087032b12e3e475980fecb9249a4e87f@campus.utcluj.ro/d8f6456f18634f8588ee8bbe1c43540716901539822885786769/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 125,utcn_room_airi_obs_125@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/9ab2cf70588d412689a741ac27c7dc7c@campus.utcluj.ro/da94019ff9b54cbe8eca7f8942a8d6da5728733752158713661/calendar.html,http://outlook.office365.com/owa/calendar/9ab2cf70588d412689a741ac27c7dc7c@campus.utcluj.ro/da94019ff9b54cbe8eca7f8942a8d6da5728733752158713661/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 105,utcn_room_airi_obs_105@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,https://outlook.office365.com/owa/calendar/c277698c440e4858a2d311bd8a704bca@campus.utcluj.ro/6504d0a30c4f457088dad300f02f3f1214514913813120379700/calendar.html,https://outlook.office365.com/owa/calendar/c277698c440e4858a2d311bd8a704bca@campus.utcluj.ro/6504d0a30c4f457088dad300f02f3f1214514913813120379700/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 37,utcn_room_airi_obs_37@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/f142a265f5c24c25b7848d89dcbc62f5@campus.utcluj.ro/24506af7380041828845b4f4a0d9545b17632199253210550300/calendar.html,http://outlook.office365.com/owa/calendar/f142a265f5c24c25b7848d89dcbc62f5@campus.utcluj.ro/24506af7380041828845b4f4a0d9545b17632199253210550300/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 34,utcn_room_airi_obs_34@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/b4815828fa98487d91c39ddf454163c7@campus.utcluj.ro/fb1fa4d4a2f143e488e77df5fbc19a5817308164875996803353/calendar.html,http://outlook.office365.com/owa/calendar/b4815828fa98487d91c39ddf454163c7@campus.utcluj.ro/fb1fa4d4a2f143e488e77df5fbc19a5817308164875996803353/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 30,utcn_room_airi_obs_30@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/e3582b29c0174f8a9d80d42e342cf0aa@campus.utcluj.ro/af59a2d546a4420f93a503edbfd160f816075394973509184635/calendar.html,http://outlook.office365.com/owa/calendar/e3582b29c0174f8a9d80d42e342cf0aa@campus.utcluj.ro/af59a2d546a4420f93a503edbfd160f816075394973509184635/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 23,utcn_room_airi_obs_23@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/92feaa1d822e4aebb3c98ddf8c9526b9@campus.utcluj.ro/cfc06c1a41784ada975f5394ee41dbb11023914862198793708/calendar.html,http://outlook.office365.com/owa/calendar/92feaa1d822e4aebb3c98ddf8c9526b9@campus.utcluj.ro/cfc06c1a41784ada975f5394ee41dbb11023914862198793708/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 20,utcn_room_airi_obs_20@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/a68be421dafb4a33bdbb0dbaa7634a50@campus.utcluj.ro/d5f49a072b6d44618f26ac720123c8098882989012024069063/calendar.html,http://outlook.office365.com/owa/calendar/a68be421dafb4a33bdbb0dbaa7634a50@campus.utcluj.ro/d5f49a072b6d44618f26ac720123c8098882989012024069063/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 33,utcn_room_airi_obs_33@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/7f1cb018afc24f588fc852aabb103a18@campus.utcluj.ro/24882d3e0c7749108c25398b50d9eda417957349680396930251/calendar.html,http://outlook.office365.com/owa/calendar/7f1cb018afc24f588fc852aabb103a18@campus.utcluj.ro/24882d3e0c7749108c25398b50d9eda417957349680396930251/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 10,utcn_room_airi_obs_10@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,https://outlook.office365.com/owa/calendar/33c4b61348b74baa98da486245a22f69@campus.utcluj.ro/fc3d8b215ef74385b0b43f89224423e616163807469309657084/calendar.html,https://outlook.office365.com/owa/calendar/33c4b61348b74baa98da486245a22f69@campus.utcluj.ro/fc3d8b215ef74385b0b43f89224423e616163807469309657084/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 4,utcn_room_airi_obs_4@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,http://outlook.office365.com/owa/calendar/ddebbc43ab104b90a2ebc0c0fea65351@campus.utcluj.ro/7c775a0ded654450bef79f719dd4253111117431312280053111/calendar.html,http://outlook.office365.com/owa/calendar/ddebbc43ab104b90a2ebc0c0fea65351@campus.utcluj.ro/7c775a0ded654450bef79f719dd4253111117431312280053111/calendar.ics
UTCN - AIRI Observatorului 2 - Sala 505,utcn_room_airi_obs_505@campus.utcluj.ro,UTCN AIRI - Artificial Intelligence Research Institute,TRUE,https://outlook.office365.com/owa/calendar/c1c06730a0d548fc97b51894b5a3d362@campus.utcluj.ro/7ed6d9a964ba4199bf0ecff1b4cbb19712972190088115766043/calendar.html,https://outlook.office365.com/owa/calendar/c1c06730a0d548fc97b51894b5a3d362@campus.utcluj.ro/7ed6d9a964ba4199bf0ecff1b4cbb19712972190088115766043/calendar.ics
UTCN - CUNBM Victor Babes 62A - Sala L26/1,utcn_room_cunbm_l26_1@campus.utcluj.ro,UTCN BABES CUNBM,FALSE,https://outlook.office365.com/owa/calendar/f05ae83ed135445789062294661a78aa@campus.utcluj.ro/b021062831e748c3bc9e917ba12826c63065508075060337244/calendar.html,https://outlook.office365.com/owa/calendar/f05ae83ed135445789062294661a78aa@campus.utcluj.ro/b021062831e748c3bc9e917ba12826c63065508075060337244/calendar.ics
UTCN - CUNBM Victor Babes 62A - Sala L23/1,utcn_room_cunbm_l23_1@campus.utcluj.ro,UTCN BABES CUNBM,FALSE,https://outlook.office365.com/owa/calendar/f48173acfc964e25ace4cf8cf2c146f9@campus.utcluj.ro/8fa5c6b1ea3c4a499d168a063a5f227710002910147337353083/calendar.html,https://outlook.office365.com/owa/calendar/f48173acfc964e25ace4cf8cf2c146f9@campus.utcluj.ro/8fa5c6b1ea3c4a499d168a063a5f227710002910147337353083/calendar.ics
UTCN - CUNBM Victor Babes 62A - Sala B74,utcn_room_cunbm_b74@campus.utcluj.ro,UTCN BABES CUNBM,FALSE,https://outlook.office365.com/owa/calendar/153bf4b8c0514aa8a56417ed8992d914@campus.utcluj.ro/64d134fdfe354eac8cf255ad2fdf57b09151124291925953497/calendar.html,https://outlook.office365.com/owa/calendar/153bf4b8c0514aa8a56417ed8992d914@campus.utcluj.ro/64d134fdfe354eac8cf255ad2fdf57b09151124291925953497/calendar.ics
UTCN - CUNBM Victor Babes 62A - Sala A3,utcn_room_cunbm_a3@campus.utcluj.ro,UTCN BABES CUNBM,FALSE,https://outlook.office365.com/owa/calendar/fb8d4b3a62ae44248252d6005c113a7e@campus.utcluj.ro/9894c08922e8446f9e2f5cb2d96c3d6f3217632174702891255/calendar.html,https://outlook.office365.com/owa/calendar/fb8d4b3a62ae44248252d6005c113a7e@campus.utcluj.ro/9894c08922e8446f9e2f5cb2d96c3d6f3217632174702891255/calendar.ics
UTCN - CUNBM Victor Babes 62A - Sala A2,utcn_room_cunbm_a2@campus.utcluj.ro,UTCN BABES CUNBM,FALSE,https://outlook.office365.com/owa/calendar/c94c913227184f11bb891ff1c14fed8b@campus.utcluj.ro/8fcd1b93e2f04056a937046a947facca5487809175895084570/calendar.html,https://outlook.office365.com/owa/calendar/c94c913227184f11bb891ff1c14fed8b@campus.utcluj.ro/8fcd1b93e2f04056a937046a947facca5487809175895084570/calendar.ics
UTCN - CUNBM Victor Babes 62A - Sala A4,utcn_room_cunbm_a4@campus.utcluj.ro,UTCN BABES CUNBM,FALSE,https://outlook.office365.com/owa/calendar/06d58bb6c58c42cd92b22bc70089e6c9@campus.utcluj.ro/96b88d8a68e047feac83bf7ba7009a7243862708895849135/calendar.html,https://outlook.office365.com/owa/calendar/06d58bb6c58c42cd92b22bc70089e6c9@campus.utcluj.ro/96b88d8a68e047feac83bf7ba7009a7243862708895849135/calendar.ics
UTCN - CUNBM Victor Babes 62A - Sala A1,utcn_room_cunbm_a1@campus.utcluj.ro,UTCN BABES CUNBM,FALSE,https://outlook.office365.com/owa/calendar/45362a6d11df4fb894b05ba2fa4cafdd@campus.utcluj.ro/266e9a0c863240bfa8cc5e4dc0d89af36807275624616540967/calendar.html,https://outlook.office365.com/owa/calendar/45362a6d11df4fb894b05ba2fa4cafdd@campus.utcluj.ro/266e9a0c863240bfa8cc5e4dc0d89af36807275624616540967/calendar.ics
UTCN - INSTA Blvd. 21 Decembrie 1989 - Sala P01,utcn_room_insta_blvd_p01@campus.utcluj.ro,UTCN 21 DECEMBRIE INSTALATII CLUJ,FALSE,https://outlook.office365.com/owa/calendar/b24c13833e804c5fa3ad11c34edf4016@campus.utcluj.ro/9858ed245ca642869b860baf18870e496921177399726666401/calendar.html,https://outlook.office365.com/owa/calendar/b24c13833e804c5fa3ad11c34edf4016@campus.utcluj.ro/9858ed245ca642869b860baf18870e496921177399726666401/calendar.ics
UTCN - INSTA Blvd. 21 Decembrie 1989 - Aula,utcn_room_insta_blvd_aula@campus.utcluj.ro,UTCN 21 DECEMBRIE INSTALATII CLUJ,FALSE,https://outlook.office365.com/owa/calendar/78d6258c48304d1b999bea11beae256c@campus.utcluj.ro/593fa5a1c33043748756c7f5f8ecb36811682836993177368435/calendar.html,https://outlook.office365.com/owa/calendar/78d6258c48304d1b999bea11beae256c@campus.utcluj.ro/593fa5a1c33043748756c7f5f8ecb36811682836993177368435/calendar.ics
UTCN - ARMM Muncii 12 - Sala 3,utcn_room_armm_munc_3@campus.utcluj.ro,UTCN MUNCII SIMTEX CLUJ,FALSE,https://outlook.office365.com/owa/calendar/1c778e9274974187826f2b2dd0447660@campus.utcluj.ro/c518b66497434a0d8f18e0a89d01f81111248740627744967659/calendar.html,https://outlook.office365.com/owa/calendar/1c778e9274974187826f2b2dd0447660@campus.utcluj.ro/c518b66497434a0d8f18e0a89d01f81111248740627744967659/calendar.ics
UTCN - Cons Observatorului 72-74 - Sala O1,utcn_room_cons_obs_o1@campus.utcluj.ro,UTCN OBSERVATOR CONSTRUCTII CLUJ,FALSE,https://outlook.office365.com/owa/calendar/6f27e2305bf442f2bb08c0b5dc1d1f42@campus.utcluj.ro/b0f3b6270db04618b106576602fea47b14647381725133957102/calendar.html,https://outlook.office365.com/owa/calendar/6f27e2305bf442f2bb08c0b5dc1d1f42@campus.utcluj.ro/b0f3b6270db04618b106576602fea47b14647381725133957102/calendar.ics
UTCN - Cons Observatorului 72-74 - Sala O8,utcn_room_cons_obs_o8@campus.utcluj.ro,UTCN OBSERVATOR CONSTRUCTII CLUJ,FALSE,https://outlook.office365.com/owa/calendar/921663b8852a4b59bd0fcb557e8fb3e3@campus.utcluj.ro/b2e08a02ba4542a3b27d063b57ece4cd14305712522080967695/calendar.html,https://outlook.office365.com/owa/calendar/921663b8852a4b59bd0fcb557e8fb3e3@campus.utcluj.ro/b2e08a02ba4542a3b27d063b57ece4cd14305712522080967695/calendar.ics
UTCN - Cons Observatorului 72-74 - Sala O102,utcn_room_cons_obs_o102@campus.utcluj.ro,UTCN OBSERVATOR CONSTRUCTII CLUJ,FALSE,https://outlook.office365.com/owa/calendar/8ba9c96221d44eeea0f7b4f112f92ca6@campus.utcluj.ro/0bddb9b17d0146eda74fcde920af7411594666909497130246/calendar.html,https://outlook.office365.com/owa/calendar/8ba9c96221d44eeea0f7b4f112f92ca6@campus.utcluj.ro/0bddb9b17d0146eda74fcde920af7411594666909497130246/calendar.ics
UTCN - CONS Bar - Sala 213,utcn_room_cons_bar_213@campus.utcluj.ro,UTCN BARITIU CONSTRUCTII CLUJ,FALSE,https://outlook.office365.com/owa/calendar/22d4a472d9874cf7873a1bd1939ad55e@campus.utcluj.ro/d181897156c2414d8d6ab196c42d1e3210418329460054209394/calendar.html,https://outlook.office365.com/owa/calendar/22d4a472d9874cf7873a1bd1939ad55e@campus.utcluj.ro/d181897156c2414d8d6ab196c42d1e3210418329460054209394/calendar.ics
UTCN - CONS Bar - Sala 169,utcn_room_cons_bar_169@campus.utcluj.ro,UTCN BARITIU CONSTRUCTII CLUJ,FALSE,https://outlook.office365.com/owa/calendar/aa69fd9d8cad49a8bace9555c6c31d8b@campus.utcluj.ro/95bcb6da434048ae86bbd98b0dfbdd6310012641212388466794/calendar.html,https://outlook.office365.com/owa/calendar/aa69fd9d8cad49a8bace9555c6c31d8b@campus.utcluj.ro/95bcb6da434048ae86bbd98b0dfbdd6310012641212388466794/calendar.ics
UTCN - CONS Bar - Sala 157,utcn_room_cons_bar_157@campus.utcluj.ro,UTCN BARITIU CONSTRUCTII CLUJ,FALSE,https://outlook.office365.com/owa/calendar/f3a87447626d46bfb1569c55ad46cbe7@campus.utcluj.ro/0d23b26b42a340edb652b79f27b84aa015050941843672206700/calendar.html,https://outlook.office365.com/owa/calendar/f3a87447626d46bfb1569c55ad46cbe7@campus.utcluj.ro/0d23b26b42a340edb652b79f27b84aa015050941843672206700/calendar.ics
UTCN - CONS Bar - Sala 115,utcn_room_cons_bar_115@campus.utcluj.ro,UTCN BARITIU CONSTRUCTII CLUJ,FALSE,https://outlook.office365.com/owa/calendar/ea71d0bb43ca4ee89bab2567e4414285@campus.utcluj.ro/009b080c1951425eae7fda6d52bceaf116792829138931392885/calendar.html,https://outlook.office365.com/owa/calendar/ea71d0bb43ca4ee89bab2567e4414285@campus.utcluj.ro/009b080c1951425eae7fda6d52bceaf116792829138931392885/calendar.ics
UTCN - CONS Bar - Sala 161,utcn_room_cons_bar_161@campus.utcluj.ro,UTCN BARITIU CONSTRUCTII CLUJ,FALSE,https://outlook.office365.com/owa/calendar/22b6bc2b144045449131ab73dc1be374@campus.utcluj.ro/b9a28372266a41479730f193e4f548357293333472514865693/calendar.html,https://outlook.office365.com/owa/calendar/22b6bc2b144045449131ab73dc1be374@campus.utcluj.ro/b9a28372266a41479730f193e4f548357293333472514865693/calendar.ics
UTCN - AC Bar - Sala 36,utcn_room_ac_bar_36@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,TRUE,http://outlook.office365.com/owa/calendar/a07a282863d9413fabc111be7eca0226@campus.utcluj.ro/7add44a72c0a4f30b25683827f4afb7216622138307942613875/calendar.html,http://outlook.office365.com/owa/calendar/a07a282863d9413fabc111be7eca0226@campus.utcluj.ro/7add44a72c0a4f30b25683827f4afb7216622138307942613875/calendar.ics
UTCN - AC Bar - Sala P03,utcn_room_ac_bar_p03@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,TRUE,http://outlook.office365.com/owa/calendar/de05dbcdc8d34d2ca80c61512463cbc0@campus.utcluj.ro/eb704a924cc74565a8198cf077751b4313158737863952741809/calendar.html,http://outlook.office365.com/owa/calendar/de05dbcdc8d34d2ca80c61512463cbc0@campus.utcluj.ro/eb704a924cc74565a8198cf077751b4313158737863952741809/calendar.ics
UTCN - AC Bar - Sala 40,utcn_room_ac_bar_40@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,TRUE,http://outlook.office365.com/owa/calendar/c96aedd3f76544c7837466fd6e0e9474@campus.utcluj.ro/23e6aec566f34a0585d0f25833155a1a2957858414771048870/calendar.html,http://outlook.office365.com/owa/calendar/c96aedd3f76544c7837466fd6e0e9474@campus.utcluj.ro/23e6aec566f34a0585d0f25833155a1a2957858414771048870/calendar.ics
UTCN - AC Bar - Sala 16B,utcn_room_ac_bar_16b@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,TRUE,https://outlook.office365.com/owa/calendar/767ecccc757d4d1cb06e69cfc5859a99@campus.utcluj.ro/9d027f91b69a47c8ac3abeaf8f1616cb2599555293167064219/calendar.html,https://outlook.office365.com/owa/calendar/767ecccc757d4d1cb06e69cfc5859a99@campus.utcluj.ro/9d027f91b69a47c8ac3abeaf8f1616cb2599555293167064219/calendar.ics
UTCN - IE Bar - Sala D22,utcn_room_ie_bar_d22@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/bc6293dcf2ac494b891910e8b2903100@campus.utcluj.ro/b54861fd15f640ffa9d4a53565c53165838900861736632320/calendar.html,https://outlook.office365.com/owa/calendar/bc6293dcf2ac494b891910e8b2903100@campus.utcluj.ro/b54861fd15f640ffa9d4a53565c53165838900861736632320/calendar.ics
UTCN - IE Bar - Sala H21,utcn_room_ie_bar_h21@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/03e9c3eb51804b2a8ddf57efde942640@campus.utcluj.ro/e98d6eaa46e64a22afe82e9233e073635307254572847619666/calendar.html,https://outlook.office365.com/owa/calendar/03e9c3eb51804b2a8ddf57efde942640@campus.utcluj.ro/e98d6eaa46e64a22afe82e9233e073635307254572847619666/calendar.ics
UTCN - IE Bar - Sala 316,utcn_room_ie_bar_316@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/e9babfabef2c41579ba460bb1fb55a5b@campus.utcluj.ro/b684d2820bc747daa6e995c10a497cbb17732842012882639601/calendar.html,https://outlook.office365.com/owa/calendar/e9babfabef2c41579ba460bb1fb55a5b@campus.utcluj.ro/b684d2820bc747daa6e995c10a497cbb17732842012882639601/calendar.ics
UTCN - ETTI Bar - Sala 330,utcn_room_etti_bar_330@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/1e3132d45e8e42138bdfbd1f2d00cc3f@campus.utcluj.ro/0b99fcb8743b43199331f66c6ea291033113260389161843545/calendar.html,https://outlook.office365.com/owa/calendar/1e3132d45e8e42138bdfbd1f2d00cc3f@campus.utcluj.ro/0b99fcb8743b43199331f66c6ea291033113260389161843545/calendar.ics
UTCN - ETTI Bar - Sala 367,utcn_room_etti_bar_367@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/482dbad4b0c8489b9693279447140a0a@campus.utcluj.ro/d825137571a349ba8287adedab2cdfb514627582738429928726/calendar.html,https://outlook.office365.com/owa/calendar/482dbad4b0c8489b9693279447140a0a@campus.utcluj.ro/d825137571a349ba8287adedab2cdfb514627582738429928726/calendar.ics
UTCN - ETTI Bar - Sala 329,utcn_room_etti_bar_329@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/a3f3f7dd873a40c398bd9728d26da3be@campus.utcluj.ro/b5f56c85fefb4b70b763ce745bc1f04a13354822966997054726/calendar.html,https://outlook.office365.com/owa/calendar/a3f3f7dd873a40c398bd9728d26da3be@campus.utcluj.ro/b5f56c85fefb4b70b763ce745bc1f04a13354822966997054726/calendar.ics
UTCN - IE Bar - Sala 318,utcn_room_ie_bar_318@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/783cb511ce3146a19f529cc46461a138@campus.utcluj.ro/2cdb617778cd43d1bb06710dc527517d1165772283573533856/calendar.html,https://outlook.office365.com/owa/calendar/783cb511ce3146a19f529cc46461a138@campus.utcluj.ro/2cdb617778cd43d1bb06710dc527517d1165772283573533856/calendar.ics
UTCN - ETTI Bar - Sala E04,utcn_room_etti_bar_e04@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/426a2c020f5e4d179aa78bd943ee9a8f@campus.utcluj.ro/e27df06a04d4460e9ed404c8b87c63a413946056066639156367/calendar.html,https://outlook.office365.com/owa/calendar/426a2c020f5e4d179aa78bd943ee9a8f@campus.utcluj.ro/e27df06a04d4460e9ed404c8b87c63a413946056066639156367/calendar.ics
UTCN - ETTI Bar - Sala S41,utcn_room_etti_bar_s41@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/03a0c9b436de47c7b2d160f0694c11e0@campus.utcluj.ro/099b8f2802044c0a9c49d1eca1a4e7079780360619601604971/calendar.html,https://outlook.office365.com/owa/calendar/03a0c9b436de47c7b2d160f0694c11e0@campus.utcluj.ro/099b8f2802044c0a9c49d1eca1a4e7079780360619601604971/calendar.ics
UTCN - AC Bar - Sala S42,utcn_room_ac_bar_s42@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,TRUE,https://outlook.office365.com/owa/calendar/011ed1e0e2254bd788ffa5f271afa398@campus.utcluj.ro/7a36518756f841a1bf2ea23c8704b8519633424276481403873/calendar.html,https://outlook.office365.com/owa/calendar/011ed1e0e2254bd788ffa5f271afa398@campus.utcluj.ro/7a36518756f841a1bf2ea23c8704b8519633424276481403873/calendar.ics
UTCN - IE Bar - Sala P02,utcn_room_ie_bar_p02@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/6b0531287d01410da35d454404a4b3de@campus.utcluj.ro/f42a1ce02fea4765b68aed2ca3531e9016230198696104586443/calendar.html,https://outlook.office365.com/owa/calendar/6b0531287d01410da35d454404a4b3de@campus.utcluj.ro/f42a1ce02fea4765b68aed2ca3531e9016230198696104586443/calendar.ics
UTCN - AC Bar - Sala 356,utcn_room_ac_bar_356@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/52a73b4f189d4c0eb5f2549b9be382f0@campus.utcluj.ro/1ae56296cae841b29a3bf729346c4f1a10638459542953233954/calendar.html,https://outlook.office365.com/owa/calendar/52a73b4f189d4c0eb5f2549b9be382f0@campus.utcluj.ro/1ae56296cae841b29a3bf729346c4f1a10638459542953233954/calendar.ics
UTCN - ETTI Bar - Sala 368,utcn_room_etti_bar_368@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,FALSE,https://outlook.office365.com/owa/calendar/20696cd038544cf0b95725c9bd6ad434@campus.utcluj.ro/87d073e386af42ca867ff9e12d6b521f2545483240802485141/calendar.html,https://outlook.office365.com/owa/calendar/20696cd038544cf0b95725c9bd6ad434@campus.utcluj.ro/87d073e386af42ca867ff9e12d6b521f2545483240802485141/calendar.ics
UTCN - AC Bar - Sala 26B,utcn_room_ac_bar_26b@campus.utcluj.ro,UTCN BARITIU ELECTRO CLUJ,TRUE,https://outlook.office365.com/owa/calendar/182bacda4cc54c828f6b9be9fa1bf549@campus.utcluj.ro/d943d49375fc44489ffc9f890e3e0ff91330299505588086582/calendar.html,https://outlook.office365.com/owa/calendar/182bacda4cc54c828f6b9be9fa1bf549@campus.utcluj.ro/d943d49375fc44489ffc9f890e3e0ff91330299505588086582/calendar.ics
UTCN - AC Bar - Sala BT 505,utcn_room_ac_bar_bt-505@campus.utcluj.ro,UTCN BT ELECTRO CLUJ,TRUE,http://outlook.office365.com/owa/calendar/828381f1cbe74cb08fd6969cc2147cb5@campus.utcluj.ro/f10453bc9e914abc981110b24d58650e6530057062271799879/calendar.html,http://outlook.office365.com/owa/calendar/828381f1cbe74cb08fd6969cc2147cb5@campus.utcluj.ro/f10453bc9e914abc981110b24d58650e6530057062271799879/calendar.ics
UTCN - AC Bar - Sala BT 504,utcn_room_ac_bar_bt-504@campus.utcluj.ro,UTCN BT ELECTRO CLUJ,TRUE,http://outlook.office365.com/owa/calendar/a4e166f84cd1408b841072ea82e5ed4c@campus.utcluj.ro/b3b5393ad30a4d6b99329263d589e96e14289065892614941807/calendar.html,http://outlook.office365.com/owa/calendar/a4e166f84cd1408b841072ea82e5ed4c@campus.utcluj.ro/b3b5393ad30a4d6b99329263d589e96e14289065892614941807/calendar.ics
UTCN - AC Bar - Sala BT 502,utcn_room_ac_bar_bt-502@campus.utcluj.ro,UTCN BT ELECTRO CLUJ,TRUE,http://outlook.office365.com/owa/calendar/bcca9970db0c46349ed6f28c8176c2f8@campus.utcluj.ro/b498d20f6c1345daaac0a695706d284815991736931980221487/calendar.html,http://outlook.office365.com/owa/calendar/bcca9970db0c46349ed6f28c8176c2f8@campus.utcluj.ro/b498d20f6c1345daaac0a695706d284815991736931980221487/calendar.ics
UTCN - AC Bar - Sala BT 503,utcn_room_ac_bar_bt-503@campus.utcluj.ro,UTCN BT ELECTRO CLUJ,TRUE,http://outlook.office365.com/owa/calendar/0b019e161e524c84ab96678b51f02374@campus.utcluj.ro/671c337f220b4e0e869babcd71f8f7813648205003871415572/calendar.html,http://outlook.office365.com/owa/calendar/0b019e161e524c84ab96678b51f02374@campus.utcluj.ro/671c337f220b4e0e869babcd71f8f7813648205003871415572/calendar.ics
